id,word,stress,num_syllables,lemma
17108,дошкольника,2,4,дошкольник
17109,табачной,2,3,табачный
17110,покуда,2,3,покуда
17111,борделя,2,3,бордель
17112,постороннему,3,5,посторонний
17113,штанга,1,2,штанга
17114,рубаху,2,3,рубаха
17115,поднят,2,2,подымать
17116,сигаретку,3,4,сигаретка
17117,лайма,1,2,лайма
17118,лучник,1,2,лучник
17119,ярмарок,1,3,ярмарка
17120,гаджи,2,2,гаджа
17121,парижском,2,3,парижский
17122,свининой,2,3,свинина
17123,кабелю,1,3,кабель
17124,народную,2,4,народный
17125,еврейской,2,3,еврейский
17126,устаревшие,3,5,устаревать
17127,эйнштейна,2,3,эйнштейн
17128,потащила,3,4,потащить
17129,платежного,2,4,платежный
17130,капкейки,2,3,капкейка
17131,новостная,3,4,новостной
17132,задыхался,3,4,задыхаться
17133,увлекаются,3,5,увлекаться
17134,цыгана,2,3,цыган
17135,отбирая,3,4,отбирать
17136,располагать,4,4,располагать
17137,хваткой,1,2,хватка
17138,пороха,1,3,порох
17139,морскому,2,3,морской
17140,громов,1,2,громов
17141,бетонный,2,3,бетонный
17142,сочилась,2,3,сочиться
17143,мерседесе,3,4,мерседес
17144,допущены,2,4,допускать
17145,шпионы,2,3,шпион
17146,отметками,2,4,отметка
17147,каст,1,1,каста
17148,придешь,2,2,прийти
17149,мешай,2,2,мешать
17150,казакам,2,3,казак
17151,ипотеки,3,4,ипотека
17152,составляющими,3,6,составлять
17153,флакончик,2,3,флакончик
17154,порождением,3,5,порождение
17155,напоил,3,3,напоить
17156,стучу,2,2,стучать
17157,запрашивается,2,6,запрашиваться
17158,головоломки,4,5,головоломка
17159,сооружению,4,6,сооружение
17160,политсовета,4,5,политсовет
17161,пылесоса,3,4,пылесос
17162,ине,1,2,иня
17163,катил,2,2,катить
17164,дыхательных,2,4,дыхательный
17165,вспомнили,1,3,вспомнить
17166,насекомым,3,4,насекомое
17167,двигателем,1,4,двигатель
17168,передавал,4,4,передавать
17169,посмеялась,3,4,посмеяться
17170,растворители,3,5,растворитель
17171,подвижников,2,4,подвижник
17172,шексна,2,2,шексна
17173,втягивая,1,4,втягивать
17174,делить,2,2,делить
17175,ватные,1,3,ватный
17176,природной,2,3,природный
17177,уровнях,1,3,уровень
17178,подполковником,3,5,подполковник
17179,летнюю,1,3,летний
17180,восхищались,3,4,восхищаться
17181,загорелась,3,4,загораться
17182,травили,2,3,травить
17183,сборниках,1,3,сборник
17184,управляемый,3,5,управляемый
17185,предлагаешь,3,4,предлагать
17186,послесловие,3,5,послесловие
17187,лесенку,1,3,лесенка
17188,адское,1,3,адский
17189,задрожал,3,3,задрожать
17190,весеннюю,2,4,весенний
17191,анонсировала,3,6,анонсировать
17192,патронами,2,4,патрон
17193,магаданской,3,4,магаданский
17194,напоминаем,4,5,напоминать
17195,ослышался,2,4,ослышаться
17196,брусники,2,3,брусника
17197,статическая,2,5,статический
17198,означающее,3,6,означать
17199,джентльменов,2,3,джентльмен
17200,грабителей,2,4,грабитель
17201,импотенцию,3,5,импотенция
17202,рекомендована,4,6,рекомендовать
17203,сделанную,1,4,сделать
17204,возбуждающие,3,6,возбуждать
17205,концерн,2,2,концерн
17206,читателя,2,4,читатель
17207,стройки,1,2,стройка
17208,половцев,1,3,половцев
17209,гуляешь,2,3,гулять
17210,жидком,1,2,жидкий
17211,ракетная,2,4,ракетный
17212,съемке,1,2,съемка
17213,поддельными,2,4,поддельный
17214,святилища,2,4,святилище
17215,эритроциты,4,5,эритроцит
17216,лупит,1,2,лупить
17217,кроной,1,2,крона
17218,секретный,2,3,секретный
17219,продиктовал,4,4,продиктовать
17220,неясных,2,3,неясный
17221,чеченский,2,3,чеченский
17222,критериях,2,4,критерий
17223,голами,2,3,гол
17224,пропуском,1,3,пропуск
17225,фундаментальные,4,6,фундаментальный
17226,поиграем,3,4,поиграть
17227,поручень,1,3,поручень
17228,лаунж,1,2,лаунжа
17229,потенциала,4,5,потенциал
17230,обучающих,3,5,обучать
17231,доводчики,2,4,доводчик
17232,фома,2,2,фома
17233,отменят,2,3,отменять
17234,простом,2,2,простой
17235,фитнеса,1,3,фитнес
17236,ознакомить,3,4,ознакомлять
17237,межведомственного,2,6,межведомственный
17238,милане,2,3,милан
17239,архивах,2,3,архив
17240,ставни,1,2,ставня
17241,седьмым,2,2,седьмой
